time,x,y,z,qx,qy,qz,qw
1780364408.1511433,7.132943966378302,-3.599609280611319,0.0,0.0,0.0,0.9728647621644212,-0.2313744898184849
1780364408.3204088,7.119343340821349,-3.612514646527235,0.0,0.0,0.0,0.9768312270798251,-0.2140111067251496
1780364408.4656928,7.10386416848423,-3.6272025292590464,0.0,0.0,0.0,0.9820825179152874,-0.18845139427759403
1780364408.6291602,7.08984847539657,-3.639984328763597,0.0,0.0,0.0,0.9812107628374286,-0.19293895120475665
1780364408.8671165,7.064914589955183,-3.652583681055187,0.0,0.0,0.0,0.9848326249193939,-0.1735070629524234
1780364409.0771034,7.036772825444983,-3.6668040084899456,0.0,0.0,0.0,0.9872702575976179,-0.15905168487989432
1780364409.3607798,7.011984741705282,-3.679329685798096,0.0,0.0,0.0,0.9886154928548915,-0.15046397338658885
1780364409.5487957,6.987196692684977,-3.691855345332231,0.0,0.0,0.0,0.9906066112042746,-0.13674261164093326
1780364409.7420614,6.962262807200856,-3.704454698555983,0.0,0.0,0.0,0.9901487965270959,-0.14001914417658654
1780364409.9623723,6.930864455766588,-3.7161434337503194,0.0,0.0,0.0,0.9906248471948241,-0.13661043927984165
1780364410.1603458,6.892173738544725,-3.72442249203251,0.0,0.0,0.0,0.9924229408367466,-0.12286865548602441
1780364410.3548074,6.845517323756391,-3.7344060537494896,0.0,0.0,0.0,0.9932634985940472,-0.11587761803175459
1780364410.6062477,6.811466301999616,-3.7399907352593953,0.0,0.0,0.0,0.9941455383747919,-0.10804928750109892
1780364410.8256876,6.760397767560638,-3.7526199773949744,0.0,0.0,0.0,0.9976404969267464,-0.06865448923234681
1780364411.0618467,6.714142607263249,-3.7620395867337706,0.0,0.0,0.0,0.9986150615866308,-0.05261139394018731
1780364411.284523,6.665860115963019,-3.7657145911064753,0.0,0.0,0.0,0.999022265261716,-0.04420988024581772
1780364411.5315757,6.620245163167005,-3.769186556747467,0.0,0.0,0.0,0.99914223736425,-0.041410017082351085
1780364411.7595923,6.5658273269988525,-3.7733285505481695,0.0,0.0,0.0,0.9994959883266578,-0.03174538263933382
1780364412.1556258,6.54330475790959,-3.7366091949305416,0.0,0.0,0.0,0.9995071575600312,-0.031391750289957526
1780364412.3455107,6.500099104082423,-3.762556903939604,0.0,0.0,0.0,0.9996823914784834,-0.025201511221758694
1780364412.5255582,6.452677419490682,-3.7564880803821303,0.0,0.0,0.0,0.9997733561881237,-0.021289346075799836
1780364412.7258065,6.388912600504337,-3.772587122935189,0.0,0.0,0.0,0.9998662133796545,-0.01635711899544436
